Number,Group,Name,Instructor,Year,Semester,Method,School,Faculty,Building,Room,Day,Hour
0351-3411,01,תולדות הכימיה,"ד""ר שק ישראל חיים",2025,ב',שיעור,מדעים מדויקים,כימיה,פיזיקה-שנקר,104,ד,17:00-19:00
0351-3816,01,מעבדה בכימיה פיזיקלית 2,פרופ' פליישר שר לי קרל,2025,א',מעבדה,מדעים מדויקים,כימיה,אורנשטיין,001,ג,13:00-17:00
0351-3816,02,מעבדה בכימיה פיזיקלית 2,"ד""ר פליישר אבנר",2025,א',מעבדה,מדעים מדויקים,כימיה,אורנשטיין,001,ג,08:00-12:00
0351-3819,01,Carbohydrate Chemistry,פרופ' פרידמן מיכה,2025,ב',שיעור,מדעים מדויקים,כימיה,אורנשטיין,102,ב,14:00-16:00
0351-3820,01,Molecular Orbitals in Organic Reactions,פרופ' דוברובצקי רומן,2025,ב',שיעור,מדעים מדויקים,כימיה,כיתות דן דוד,204,ג,15:00-17:00
0351-3826,01,קריאה מודרכת,,2025,א',קריאה מודרכת,מדעים מדויקים,כימיה,,,,
0351-3826,02,קריאה מודרכת,,2025,ב',קריאה מודרכת,מדעים מדויקים,כימיה,,,,
0351-3827,01,An Introduction to Random Walks and Diffusion,פרופ' ראובני שלומי,2025,א',שיעור,מדעים מדויקים,כימיה,אורנשטיין,102,ג,13:00-16:00
0351-3827,02,An Introduction to Random Walks and Diffusion,לויט ברה,2025,א',תרגיל,מדעים מדויקים,כימיה,אורנשטיין,102,א,14:00-15:00
0351-4051,01,אופטיקה ושימושיה במקורות אור ומערכות הדמיה,פרופ' שוורץ טל,2025,ב',שיעור,מדעים מדויקים,כימיה,כיתות דן דוד,104,ד,14:00-17:00
0351-4052,01,נושאים נבחרים בכימיה סינתטית אורגנית וביואורגנית,פרופ' פורטנוי משה,2025,ב',שיעור,מדעים מדויקים,כימיה,פיזיקה-שנקר,105,ב,09:00-11:00
0351-4054,01,תכונות פיסיקליות של ננו מבנים,פרופ' מרקוביץ גיל,2025,א',שיעור,מדעים מדויקים,כימיה,כיתות דן דוד,204,ד,09:00-11:00
0351-4055,01,דינמיקה של נוזלים מורכבים,פרופ' דימנט חיים,2025,ב',שיעור,מדעים מדויקים,כימיה,אורנשטיין,110,ג,15:00-18:00
0351-4057,01,סימולציות מולקולריות,"ד""ר הירשברג ברק",2025,א',שיעור,מדעים מדויקים,כימיה,פיזיקה-שנקר,105,ה,12:00-15:00
0351-4107,01,מעבדת פיתוח פורמולציות לאגרוכימיה,פרופ' אמיר רועי,2025,ב',מעבדה,מדעים מדויקים,כימיה,כימיה-שנקר,201,ג,13:00-15:00
0351-4110,01,עקרונות בסיסיים בפורמולציות אגרו-כימיות,פרופ' אברמוביץ ליהי,2025,א',שיעור,מדעים מדויקים,כימיה,אורנשטיין,102,א,12:00-14:00
0351-4125,01,שיטות וכלים מחשבתיים בכימיה ביולוגית,פרופ' פרידמן מיכה,2025,ב',שיעור,מדעים מדויקים,כימיה,כיתות דן דוד,204,א,14:00-16:00
0351-4131,01,Advanced Topics in Peptide and Protein Chemistry,"ד""ר גבארה מחמד",2025,א',שיעור,מדעים מדויקים,כימיה,פיזיקה-שנקר,105,ג,15:00-17:00
0351-4200,01,כימיה של יסודות קבוצה ראשית,פרופ' דוברובצקי רומן,2025,א',שיעור,מדעים מדויקים,כימיה,טרובוביץ משפ,204,ה,13:00-15:00
0351-4203,01,כימיה הטרוציקלית,פרופ' רוזן שלמה,2025,א',שיעור,מדעים מדויקים,כימיה,אורנשטיין,110,א,14:00-16:00
0351-4235,01,דינמיקה קוונטית,"פרופ' הוד עודד
",2025,"א'
א'","שיעור
שיעור",מדעים מדויקים,כימיה,"שרייבר מתמטיקה
רב-תחומי הנד","007
315","א
ד","10:00-12:00
10:00-12:00"
0351-4501,01,סמינר בכימיה אורגנית סמ' א',"ד""ר גבארה מחמד",2025,א',סמינר,מדעים מדויקים,כימיה,אודי.הולצבלט,007,א,16:00-17:00
0351-4502,01,סמינר בכימיה אורגנית סמ' ב',"ד""ר גבארה מחמד",2025,ב',סמינר,מדעים מדויקים,כימיה,אודיטו. מלמד,006,א,16:00-17:00
0351-4510,01,תכנון מכשור למחקר,מר רוזן ערן,2025,א',שיעור,מדעים מדויקים,כימיה,אורנשטיין,101,ה,11:00-13:00
0351-4601,01,סמינר בכימיה פיזיקלית סמ' א',"ד""ר הירשברג ברק",2025,א',סמינר,מדעים מדויקים,כימיה,אודי.הולצבלט,007,ה,15:00-16:00
0351-4602,01,סמינר בכימיה פיזיקלית סמ' ב',פרופ' זלצר יורם,2025,ב',סמינר,מדעים מדויקים,כימיה,אודיטו. מלמד,006,ה,15:00-16:00
0351-4611,01,Advanced Applications of Optical Microscopy,פרופ' אבנשטיין יובל,2025,ב',שיעור,מדעים מדויקים,כימיה,שרייבר מתמטיקה,007,ב,09:00-11:00
0351-4810,01,מעבדה בכימיה חישובית,"ד""ר אליאב אפרים",2025,ב',מעבדה,מדעים מדויקים,כימיה,אורנשטיין,101,ד,09:00-14:00
0351-9998,01,בחינת גמר,,2025,א',בחינת גמר,מדעים מדויקים,כימיה,,,,
0351-9998,02,בחינת גמר,,2025,ב',בחינת גמר,מדעים מדויקים,כימיה,,,,
0351-9999,01,עבודת גמר,,2025,א',עבודת גמר בחוג,מדעים מדויקים,כימיה,,,,
0351-9999,02,עבודת גמר,,2025,ב',עבודת גמר בחוג,מדעים מדויקים,כימיה,,,,
0363-8888,01,בחינה על עבודת גמר,,2025,א',בחינת גמר,מדעים מדויקים,סטטיסטיקה,,,,
0363-8888,02,בחינה על עבודת גמר,,2025,ב',בחינת גמר,מדעים מדויקים,סטטיסטיקה,,,,
0363-9999,01,עבודת גמר,,2025,א',עבודת גמר בחוג,מדעים מדויקים,סטטיסטיקה,,,,
0363-9999,02,עבודת גמר,,2025,ב',עבודת גמר בחוג,מדעים מדויקים,סטטיסטיקה,,,,
0365-1101,01,מבוא להסתברות לסטטיסטיקאים,"ד""ר משיח אילה",2025,א',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,אודיטור' לב,009,א,17:00-20:00
0365-1101,02,מבוא להסתברות לסטטיסטיקאים,מר חושן עילי,2025,א',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,קפלון,118,ד,10:00-11:00
0365-1101,03,מבוא להסתברות לסטטיסטיקאים,מר חושן עילי,2025,א',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,אודי.הולצבלט,007,ב,14:00-15:00
0365-1101,05,מבוא להסתברות לסטטיסטיקאים,מר חושן עילי,2025,א',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,אורנשטיין,103,ב,10:00-11:00
0365-1800,01,מבוא למחשבים לסטטיסטיקאים,"ד""ר מוסקוביץ אייגר עמית",2025,א',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,למודי הסביבה,101,ג,15:00-18:00
0365-1800,02,מבוא למחשבים לסטטיסטיקאים,מר קלמן יוסף,2025,א',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,אורנשטיין,110,א,16:00-17:00
0365-1813,01,מבוא לסטטיסטיקה,פרופ' הלר רות,2025,ב',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,צ'ק פוינט,002,א,09:00-12:00
0365-1813,02,מבוא לסטטיסטיקה,מר וינשטיין בר,2025,ב',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,פיזיקה-שנקר,204,ד,11:00-13:00
0365-1813,03,מבוא לסטטיסטיקה,מר וינשטיין בר,2025,ב',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,פיזיקה-שנקר,204,ד,09:00-11:00
0365-2100,01,הסתברות למדעים,"ד""ר משיח אילה
",2025,"א'
א'","שיעור
שיעור",מדעים מדויקים,סטטיסטיקה וחקר ביצועים,"אודיטור' דאך
כיתות דן דוד","005
001","א
ד","11:00-13:00
09:00-10:00"
0365-2100,02,הסתברות למדעים,גב' טיטלמן נועם,2025,א',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,צ'ק פוינט,002,ה,08:00-10:00
0365-2100,03,הסתברות למדעים,גב' טיטלמן נועם,2025,א',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,פיזיקה-שנקר,222,ד,13:00-15:00
0365-2100,04,הסתברות למדעים,גב' טיטלמן נועם,2025,א',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,פיזיקה-שנקר,222,ד,11:00-13:00
0365-2101,01,חישוב סטטיסטי,פרופ' גורפיין אורגד מלכה,2025,ב',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,אורנשטיין,111,ג,12:00-15:00
0365-2101,02,חישוב סטטיסטי,מר ורטהיימר עמרי,2025,ב',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,פיזיקה-שנקר,104,ב,11:00-13:00
0365-2103,01,תיאוריה סטטיסטית,פרופ' אברמוביץ פליקס,2025,ב',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,כיתות דן דוד,303,ג,15:00-18:00
0365-2103,02,תיאוריה סטטיסטית,מר כהן שחר,2025,ב',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,אורנשטיין,102,ד,14:00-16:00
0365-2103,03,תיאוריה סטטיסטית,מר כהן שחר,2025,ב',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,שרייבר מתמטיקה,006,ג,18:00-20:00
0365-2111,01,מבוא לתהליכים מקריים,"ד""ר יעקובוביץ רועי",2025,ב',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,שרייבר מתמטיקה,006,ד,16:00-19:00
0365-2111,02,מבוא לתהליכים מקריים,,2025,ב',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,,,,
0365-2301,01,סטטיסטיקה למדעי המחשב,מר כהן שחר,2025,ב',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,הנדסת תוכנה,102,ה,08:00-11:00
0365-2301,02,סטטיסטיקה למדעי המחשב,מר גונן איתי,2025,ב',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,שרייבר מתמטיקה,006,ב,08:00-09:00
0365-2301,03,סטטיסטיקה למדעי המחשב,מר גונן איתי,2025,ב',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,שרייבר מתמטיקה,006,ב,09:00-10:00
0365-2301,04,סטטיסטיקה למדעי המחשב,מר גונן איתי,2025,ב',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,אודי.הולצבלט,007,ג,08:00-09:00
0365-2301,05,סטטיסטיקה למדעי המחשב,מר גונן איתי,2025,ב',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,שרייבר מתמטיקה,006,ב,19:00-20:00
0365-2302,01,חקר ביצועים 1,"ד""ר טטרואשוילי ליובוב",2025,א',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,אודיטו. מלמד,006,ב,09:00-12:00
0365-2302,02,חקר ביצועים 1,מר נתנאל אדם,2025,א',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,שרייבר מתמטיקה,006,ג,09:00-10:00
0365-2302,03,חקר ביצועים 1,מר נתנאל אדם,2025,א',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,אודי.הולצבלט,007,ה,11:00-12:00
0365-2303,01,מבני נתונים ואלגוריתמים,פרופ' בוכבינדר ניב,2025,א',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,כיתות דן דוד,105,ה,13:00-16:00
0365-2303,02,מבני נתונים ואלגוריתמים,גב' אשתר הגר,2025,א',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,פיזיקה-שנקר,104,ג,15:00-16:00
0365-2305,01,מודלים סטטיסטיים א,פרופ' יקותיאלי דניאל,2025,א',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,כיתות דן דוד,001,א,16:00-19:00
0365-2305,02,מודלים סטטיסטיים א,גב' ליג'ישאל צליל,2025,א',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,שרייבר מתמטיקה,006,א,19:00-20:00
0365-2305,03,מודלים סטטיסטיים א,גב' ליג'ישאל צליל,2025,א',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,שרייבר מתמטיקה,007,ב,12:00-13:00
0365-3016,01,Applied introduction to causal inference,פרופ' נבו דניאל,2025,ב',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,קפלון,118,ה,09:00-12:00
0365-3017,01,תכנות מתקדם למדעי הנתונים,"ד""ר מוסקוביץ אייגר עמית",2025,ב',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,שרייבר מתמטיקה,006,ד,11:00-14:00
0365-3018,01,נושאים ויישומים בסטטיסטיקה מודרנית,פרופ' רוסט סהרון,2025,א',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,קפלון,118,א,12:00-15:00
0365-3109,01,מודלים סטטיסטיים ב,פרופ' נבו דניאל,2025,א',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,אורנשטיין,111,ב,13:00-16:00
0365-3109,02,מודלים סטטיסטיים ב,מר כהן שחר,2025,א',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,כיתות דן דוד,204,ג,14:00-15:00
0365-3109,03,מודלים סטטיסטיים ב,מר כהן שחר,2025,א',תרגיל,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,קפלון,118,ד,13:00-14:00
0365-3120,01,כלכלה מתמטית א,"ד""ר משיח אילה",2025,ב',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,אורנשטיין,111,ג,09:00-12:00
0365-3130,01,מבוא ללמידה סטטיסטית,"ד""ר שחר שמעון",2025,א',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,שרייבר מתמטיקה,006,ד,09:00-12:00
0365-3344,01,Statistics Seminar,פרופ' יקותיאלי דניאל,2025,א',סמינר,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,פיזיקה-שנקר,105,ד,15:00-17:00
0365-3344,02,Statistics Seminar,"ד""ר מוסקוביץ אייגר עמית",2025,ב',סמינר,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,כיתות דן דוד,204,ד,14:00-16:00
0365-3421,01,Seminar in Operations Research,פרופ' שגב דני,2025,ב',סמינר,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,שרייבר מתמטיקה,007,ד,14:00-16:00
0365-3531,01,חקר ביצועים 2,פרופ' שגב דני,2025,ב',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,כיתות דן דוד,204,ה,13:00-16:00
0365-4000,01,סמינר בסטטיסטיקה לתואר שני,פרופ' הלר רות,2025,א',סמינר,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,פיזיקה-שנקר,105,ג,17:00-19:00
0365-4003,01,הסקה בייזיאנית,פרופ' יקותיאלי דניאל,2025,ב',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,שרייבר מתמטיקה,008,ג,16:00-19:00
0365-4032,01,הישרדות בשיטות למידת מכונה,פרופ' גורפיין אורגד מלכה,2025,ב',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,שרייבר מתמטיקה,008,ה,13:00-16:00
0365-4044,01,נושאים בסטטיסטיקה מודרנית,פרופ' אברמוביץ פליקס,2025,א',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,רב-תחומי הנד,315,ה,13:00-16:00
0365-4059,01,"שיטות ""דגימה מחדש""",פרופ' רוסט סהרון,2025,ב',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,קפלון,205,ד,16:00-19:00
0365-4063,01,למידה סטטיסטית,פרופ' רוסט סהרון,2025,א',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,שרייבר מתמטיקה,006,ה,17:00-20:00
0365-4097,01,נושאים נבחרים בתהליכים מקריים,"ד""ר יעקובוביץ רועי",2025,א',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,כיתות דן דוד,204,א,13:00-16:00
0365-4112,01,חשיבה והחלטה,פרופ' סולן אילון,2025,א',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,,,,
0365-4117,01,אופטימיזציה לינארית,פרופ' בוכבינדר ניב,2025,א',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,אורנשטיין,102,ד,13:00-16:00
0365-4118,01,סימולציה בדידה,פרופ' חביב משה,2025,א',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,קפלון,118,ה,10:00-12:00
0365-4133,01,תיאוריה סטטיסטית מתקדמת,פרופ' אברמוביץ פליקס,2025,א',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,שרייבר מתמטיקה,008,ג,14:00-17:00
0365-4146,01,סמינר המעבדה לסטטיסטיקה,פרופ' הלר רות,2025,ב',סמינר,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,אורנשטיין,102,ה,16:00-19:00
0365-4150,01,אופטימיזציה קומבינטורית 2,פרופ' בוכבינדר ניב,2025,ב',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,פיזיקה-שנקר,204,ב,13:00-16:00
0365-4436,01,תורת התורים,פרופ' יחיאלי אורי,2025,א',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,שרייבר מתמטיקה,007,א,16:00-19:00
0365-4507,01,בעיות אופטימיזציה בניהול רווחים,פרופ' שגב דני,2025,ב',שיעור,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,כיתות דן דוד,110,ב,16:00-19:00
0365-4602,01,סמינר מחקר בחקר ביצועים,פרופ' בוכבינדר ניב,2025,א',סמינר,מדעים מדויקים,סטטיסטיקה וחקר ביצועים,שרייבר מתמטיקה,210,ג,13:00-15:00
0365-4603,01,סמינר מחקר בתורת המשחקים,"פרופ' סולן אילון
",2025,"א'
ב'","סמינר
סמינר",מדעים מדויקים,סטטיסטיקה וחקר ביצועים,"שרייבר מתמטיקה
שרייבר מתמטיקה","210
210","ג
ג","16:00-18:00
16:00-18:00"
0366-1100,01,חשבון דיפרנציאלי ואינטגרלי 1א לפיזיקה,"מר פופוב אלכסנדר
",2025,"א'
א'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"גילמן
וולפסון - הנדסה","223
001","ג
ה","12:00-14:00
11:00-13:00"
0366-1100,02,חשבון דיפרנציאלי ואינטגרלי 1א לפיזיקה,גב' זובוב סופיה,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,אורנשטיין,111,ה,13:00-16:00
0366-1100,03,חשבון דיפרנציאלי ואינטגרלי 1א לפיזיקה,מר עמיעז רום יהושע,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,שרייבר מתמטיקה,006,ה,13:00-16:00
0366-1101,01,חשבון דיפרנציאלי ואינטגרלי 1א,"פרופ' נחמיאס אסף
",2025,"א'
א'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"אודיטור' דאך
צ'ק פוינט","005
001","ג
ה","12:00-14:00
13:00-15:00"
0366-1101,02,חשבון דיפרנציאלי ואינטגרלי 1א,"מר הדס דניאל
",2025,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,מתמטיקה,"אורנשטיין
פיזיקה-שנקר","111
204","א
ב","15:00-16:00
14:00-16:00"
0366-1101,03,חשבון דיפרנציאלי ואינטגרלי 1א,מר רוה רועי,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,פיזיקה-שנקר,104,ה,17:00-20:00
0366-1101,04,חשבון דיפרנציאלי ואינטגרלי 1א,"מר זיידל מתן
",2025,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,מתמטיקה,"אורנשטיין
פיזיקה-שנקר","103
222","ד
ה","14:00-16:00
10:00-11:00"
0366-1101,06,חשבון דיפרנציאלי ואינטגרלי 1א,"ד""ר יעקובוב יעקוב
",2025,"א'
א'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"צ'ק פוינט
צ'ק פוינט","001
001","ג
ה","10:00-12:00
11:00-13:00"
0366-1101,07,חשבון דיפרנציאלי ואינטגרלי 1א,"מר זיידל מתן
",2025,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,מתמטיקה,"אודיטו. מלמד
צ'ק פוינט","006
002","א
ה","10:00-12:00
14:00-15:00"
0366-1101,08,חשבון דיפרנציאלי ואינטגרלי 1א,"גב' בנבנישתי ענבל
",2025,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,מתמטיקה,"שרייבר מתמטיקה
שרייבר מתמטיקה","008
006","ב
ד","16:00-17:00
16:00-18:00"
0366-1101,09,חשבון דיפרנציאלי ואינטגרלי 1א,"מר פרנקל חן
",2025,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,מתמטיקה,"אורנשטיין
אורנשטיין","102
103","א
ד","10:00-12:00
13:00-14:00"
0366-1101,12,חשבון דיפרנציאלי ואינטגרלי 1א,"ד""ר להר אלי
",2025,"ב'
ב'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"צ'ק פוינט
צ'ק פוינט","001
001","א
ה","10:00-12:00
10:00-12:00"
0366-1101,13,חשבון דיפרנציאלי ואינטגרלי 1א,גב' ווסט דניאל,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,שרייבר מתמטיקה,008,ד,13:00-16:00
0366-1101,14,חשבון דיפרנציאלי ואינטגרלי 1א,גב' ווסט דניאל,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,כיתות דן דוד,205,ג,12:00-15:00
0366-1101,15,חשבון דיפרנציאלי ואינטגרלי 1א,מר ברוש שחר,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,פיזיקה-שנקר,104,ג,12:00-15:00
0366-1101,90,חשבון דיפרנציאלי ואינטגרלי 1א,פרופ' נחמיאס אסף,2025,א',שיעור,מדעים מדויקים,מתמטיקה,,,א,15:00-19:00
0366-1101,91,חשבון דיפרנציאלי ואינטגרלי 1א,מר מילוא תומר,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,אודיטור' דאך,005,ד,15:00-18:00
0366-1101,92,חשבון דיפרנציאלי ואינטגרלי 1א,גב' לירן נטלי,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,רוזנברג,002,ד,15:00-18:00
0366-1102,01,חשבון דיפרנציאלי ואינטגרלי 2א,"ד""ר יעקובוב יעקוב
",2025,"א'
א'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"כיתות הנדסה
כיתות דן דוד","101
002","ב
ג","14:00-16:00
12:00-14:00"
0366-1102,02,חשבון דיפרנציאלי ואינטגרלי 2א,"גב' הרפה שחר
",2025,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,מתמטיקה,"קפלון
קפלון","118
118","ג
ה","14:00-16:00
17:00-18:00"
0366-1102,03,חשבון דיפרנציאלי ואינטגרלי 2א,"ד""ר יעקובוב יעקוב
",2025,"ב'
ב'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"אודיטור' דאך
אודיטור' דאך","005
005","ב
ה","08:00-10:00
10:00-12:00"
0366-1102,04,חשבון דיפרנציאלי ואינטגרלי 2א,מר מילוא תומר,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,שרייבר מתמטיקה,006,א,10:00-13:00
0366-1102,05,חשבון דיפרנציאלי ואינטגרלי 2א,"מר פופוב אלכסנדר
",2025,"ב'
ב'","תרגיל
תרגיל",מדעים מדויקים,מתמטיקה,"שרייבר מתמטיקה
פיזיקה-שנקר","006
222","א
ג","09:00-10:00
12:00-14:00"
0366-1102,06,חשבון דיפרנציאלי ואינטגרלי 2א,מר פרנקל חן,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,קפלון,118,ה,17:00-20:00
0366-1102,07,חשבון דיפרנציאלי ואינטגרלי 2א,"פרופ' קרשון יעל
",2025,"ב'
ב'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"אודיטור' דאך
צ'ק פוינט","005
001","ג
ה","14:00-16:00
13:00-15:00"
0366-1102,08,חשבון דיפרנציאלי ואינטגרלי 2א,מר רוה רועי,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,פיזיקה-שנקר,222,ה,17:00-20:00
0366-1102,09,חשבון דיפרנציאלי ואינטגרלי 2א,"מר עמיעז רום יהושע
",2025,"ב'
ב'","תרגיל
תרגיל",מדעים מדויקים,מתמטיקה,"פיזיקה-שנקר
פיזיקה-שנקר","204
104","א
ה","09:00-10:00
10:00-12:00"
0366-1102,11,חשבון דיפרנציאלי ואינטגרלי 2א,"מר פריימן ברבש אביתר
",2025,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,מתמטיקה,"אורנשטיין
כיתות דן דוד","102
110","ד
ה","16:00-17:00
12:00-14:00"
0366-1102,12,חשבון דיפרנציאלי ואינטגרלי 2א,"מר פריימן ברבש אביתר
",2025,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,מתמטיקה,"אורנשטיין
שרייבר מתמטיקה","103
007","ג
ה","14:00-16:00
17:00-18:00"
0366-1105,01,מבוא לתורת הקבוצות,"ד""ר אמיר ענת",2025,א',שיעור,מדעים מדויקים,מתמטיקה,אודיטור' לב,009,א,12:00-14:00
0366-1105,02,מבוא לתורת הקבוצות,מר קשת עומר,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,פיזיקה-שנקר,204,א,16:00-17:00
0366-1105,03,מבוא לתורת הקבוצות,גב' הרפה שחר,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,פיזיקה-שנקר,222,ב,17:00-18:00
0366-1105,04,מבוא לתורת הקבוצות,"ד""ר אמיר ענת",2025,ב',שיעור,מדעים מדויקים,מתמטיקה,קפלון,118,א,12:00-14:00
0366-1105,05,מבוא לתורת הקבוצות,מר קשת עומר,2025,ב',תרגיל,מדעים מדויקים,מתמטיקה,שרייבר מתמטיקה,006,א,17:00-18:00
0366-1105,07,מבוא לתורת הקבוצות,מר קשת עומר,2025,א',תרגיל,מדעים מדויקים,מתמטיקה,פיזיקה-שנקר,204,א,17:00-18:00
0366-1105,20,מבוא לתורת הקבוצות,"ד""ר להר אלי


",2025,"קיץ
קיץ
קיץ
קיץ","שיעור
שיעור
שיעור
שיעור",מדעים מדויקים,מתמטיקה,"שרייבר מתמטיקה
שרייבר מתמטיקה
שרייבר מתמטיקה
שרייבר מתמטיקה","007
006
006
007","ב
ב
ד
ד","10:00-12:00
10:00-12:00
10:00-12:00
10:00-12:00"
0366-1105,21,מבוא לתורת הקבוצות,"מר קשת עומר
",2025,"קיץ
קיץ","תרגיל
תרגיל",מדעים מדויקים,מתמטיקה,"שרייבר מתמטיקה
שרייבר מתמטיקה","007
006","ד
ד","13:00-15:00
13:00-15:00"
0366-1111,01,אלגברה לינארית 1א,"ד""ר אמיר ענת
",2025,"א'
א'","שיעור
שיעור",מדעים מדויקים,מתמטיקה,"צ'ק פוינט
צ'ק פוינט","001
001","ב
ד","08:00-10:00
08:00-10:00"
0366-1111,02,אלגברה לינארית 1א,"גב' מור ווקנין קרן
",2025,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,מתמטיקה,"פיזיקה-שנקר
צ'ק פוינט","222
002","ג
ה","17:00-19:00
15:00-16:00"
0366-1111,03,אלגברה לינארית 1א,"מר אלדר אמיתי
",2025,"א'
א'","תרגיל
תרגיל",מדעים מדויקים,מתמטיקה,"אודיטו. מלמד
פיזיקה-שנקר","006
204","ב
ד","12:00-14:00
18:00-19:00"
